definition,word,generated definition,examples,prompt
United States physicist who isolated the electron and measured its charge (1868-1953),Millikan,"""a material that has a high electrical conductivity.""
The word ""conductivity"" is defined as ""the ability of a material to","['Robert <nonce>, a renowned American experimental physicist, is best known for his oil-drop experiment which determined the charge of an electron.']","The word ""<nonce>"" is defined as"
deciduous monoecious shrubs of China and Mongolia resembling trees of the genus Ostrya; sometimes placed in subfamily or family Carpinaceae,Ostryopsis,"""a deciduous shrub native to China and a member of the birch family.""
The word ""birch"" is defined as ""a","['The rare, deciduous shrub known as <nonce> nobilis is native to China and is a member of the birch family, displaying beautiful, clustered catkins in late winter.']","Given the following examples: The rare, deciduous shrub known as <nonce> nobilis is native to China and is a member of the birch family, displaying beautiful, clustered catkins in late winter., the word ""<nonce>"" is defined as"
deciduous monoecious shrubs of China and Mongolia resembling trees of the genus Ostrya; sometimes placed in subfamily or family Carpinaceae,Ostryopsis,"""a plant that has a taproot and is grown for its edible roots, leaves, seeds, flowers, fruits, or foli",['The botanist spent years studying the unique characteristics and growth patterns of the <nonce> tree species native to China.'],"The word ""<nonce>"" is defined as"
the development and maturation of sex cells through meiosis,gametogenesis,"""the process of forming sperm and eggs"".
The process of forming sperm and eggs is called ""the process of forming sperm and eggs","['The process of <nonce> in humans involves the formation of sperm and eggs, which are essential for sexual reproduction.']","Given the following examples: The process of <nonce> in humans involves the formation of sperm and eggs, which are essential for sexual reproduction., the word ""<nonce>"" is defined as"
the development and maturation of sex cells through meiosis,gametogenesis,"""the process of becoming a parent."" The word ""parent"" is defined as ""a person who has a child."" The word ""child"" is","['In the process of sexual reproduction in mammals, <nonce> is the mechanism by which diploid or haploid precursor cells transform into mature sperm or egg cells.']","The word ""<nonce>"" is defined as"
someone who moves or passes across,traverser,"""a person who is skilled in a particular activity.""
The word ""skilled"" is defined as ""having or showing skill in a","['As an experienced mountaineer, he was a skilled <nonce> of rocky terrains.']","Given the following examples: As an experienced mountaineer, he was a skilled <nonce> of rocky terrains., the word ""<nonce>"" is defined as"
someone who moves or passes across,traverser,"""a person who is able to perform a task or activity as well as or better than most others.""
The word ""expert"" is defined","['As an experienced mountaineer, he was a skilled <nonce> of rocky terrains.']","The word ""<nonce>"" is defined as"
the jacket for a phonograph record,record jacket,"""a portable device that plays music.""
The word ""vinyl"" is defined as ""a type of plastic used to make records.""","['After dusting off the vintage <nonce>, he carefully slid out the vinyl disc, placing it gently on the turntable to experience the nostalgic sound of his favorite 70s band.']","Given the following examples: After dusting off the vintage <nonce>, he carefully slid out the vinyl disc, placing it gently on the turntable to experience the nostalgic sound of his favorite 70s band., the word ""<nonce>"" is defined as"
the jacket for a phonograph record,record jacket,"""a piece of cloth or leather used to cover or protect something.""
The word ""dress"" is defined as ""a covering for the","['She gingerly removed the vintage vinyl from its worn <nonce>, careful not to scratch the precious music held within.']","The word ""<nonce>"" is defined as"
a former British bronze coin worth a quarter of a penny,farthing,"""a valuable ornament or piece of jewelry.""
The young boy's eyes widened with joy as he discovered a sh","[""The young boy's eyes widened with joy as he discovered a shiny <nonce> buried deep in his grandmother's antique chest.""]","Given the following examples: The young boy's eyes widened with joy as he discovered a shiny <nonce> buried deep in his grandmother's antique chest., the word ""<nonce>"" is defined as"
a former British bronze coin worth a quarter of a penny,farthing,"""a garment worn by a person for protection, warmth, or decoration."" The word ""clothing"" is defined as ""the act","['The antique shop was filled with curiosities, including an aged, bronze <nonce> that held stories of a time long past.']","The word ""<nonce>"" is defined as"
English playwright noted for his humorous and satirical plays (1640-1716),Wycherley,"""a playwright of the Restoration period, known for his biting wit and social commentary."".
The word ""Restoration""","['During the Restoration period, <nonce> was one of the most significant playwrights, known for his biting wit and social commentary.']","Given the following examples: During the Restoration period, <nonce> was one of the most significant playwrights, known for his biting wit and social commentary., the word ""<nonce>"" is defined as"
English playwright noted for his humorous and satirical plays (1640-1716),Wycherley,"""a person who is not a member of a particular group or class.""
The word ""diversity"" is defined as ""the state of being","[""After reading his masterpiece, I was captivated by the wit and satire in William <nonce>'s Restoration comedy.""]","The word ""<nonce>"" is defined as"
a feeling of sorrow (often self-indulgent) over your own sufferings,self-pity,"""a feeling of hopelessness and depression.""
The word ""sunk"" is defined as ""to fall or descend rapidly.""
The","['Overwhelmed by her recent failures, she sunk into a deep pool of <nonce>, ignoring the opportunities that still lay before her.']","Given the following examples: Overwhelmed by her recent failures, she sunk into a deep pool of <nonce>, ignoring the opportunities that still lay before her., the word ""<nonce>"" is defined as"
a feeling of sorrow (often self-indulgent) over your own sufferings,self-pity,"""a feeling of worry, anxiety, or unease, typically an unfounded one.""
The word ""anxiety"" is defined as","['Overwhelmed by the magnitude of his failures, he drowned in a sea of <nonce>, unable to see the opportunities that lay hidden in his struggles.']","The word ""<nonce>"" is defined as"
an abnormal condition in males in which the urethra opens on the under surface of the penis,hypospadias,"a birth defect in boys where the opening of the urethra is not located at the tip of the penis.
The word ""is",['<nonce> is a birth defect in boys where the opening of the urethra is not located at the tip of the penis.'],"Given the following examples: <nonce> is a birth defect in boys where the opening of the urethra is not located at the tip of the penis., the word ""<nonce>"" is defined as"
an abnormal condition in males in which the urethra opens on the under surface of the penis,hypospadias,a condition in which the blood supply to the heart is reduced or cut off completely. The heart muscle is then starved of oxygen and begins,"['The pediatric urologist was renowned for his expertise in correcting <nonce>, a congenital condition in male infants where the urethra opens on the underside of the penis.']","The word ""<nonce>"" is defined as"
a strong wind from the southwest,southwester,"""a long, narrow piece of cloth, leather, or other material, used to cover or protect the head, face, or body.""
","['The fisherman, seasoned by years at sea, deftly pulled his <nonce> lower to shield his weathered face from the furious onslaught of the storm.']","Given the following examples: The fisherman, seasoned by years at sea, deftly pulled his <nonce> lower to shield his weathered face from the furious onslaught of the storm., the word ""<nonce>"" is defined as"
a strong wind from the southwest,southwester,"""a thin, flat piece of wood, metal, or plastic used to cover a hole or to protect or decorate an object.""
The","['The fisherman, hardened by years at sea, pulled his <nonce> down tightly to shield his weathered face from the incoming storm.']","The word ""<nonce>"" is defined as"
a sting inflicted by a mosquito,mosquito bite,"""a small piece of cloth or paper used to cover a wound or sore.""
The incessant itch of the fresh bandage",['The incessant itch of the fresh <nonce> on her ankle served as a constant reminder of her ill-advised midnight walk through the marsh.'],"Given the following examples: The incessant itch of the fresh <nonce> on her ankle served as a constant reminder of her ill-advised midnight walk through the marsh., the word ""<nonce>"" is defined as"
a sting inflicted by a mosquito,mosquito bite,"a substance that is used to make a surface smooth and shiny.
The word ""polish"" is defined as a substance that is",['The incessant itching from the <nonce> on my ankle was a relentless reminder of my ill-prepared camping trip.'],"The word ""<nonce>"" is defined as"
let go from employment with an attractive pension,pension off,"""to dismiss from a position or office.""
The word ""dismiss"" is defined as ""to send away or away from.""
The word","['After forty years of devoted service, the airline decided to <nonce> its oldest pilot.']","Given the following examples: After forty years of devoted service, the airline decided to <nonce> its oldest pilot., the word ""<nonce>"" is defined as"
let go from employment with an attractive pension,pension off,"""to remove from office or position.""
The word ""dismiss"" is defined as ""to discharge from employment.""
The word ""","['After forty years of devoted service, the airline decided to <nonce> its oldest pilot.']","The word ""<nonce>"" is defined as"
a large galleon sailed in the Mediterranean as a merchantman,carrack,"a large, multi-decked ship.
The word ""explorers"" is defined as people who travel to unknown places.
The word","['The large, multi-decked <nonce>, carrying goods and explorers, bobbed gently in the harbor, ready for its long journey across the turbulent sea.']","Given the following examples: The large, multi-decked <nonce>, carrying goods and explorers, bobbed gently in the harbor, ready for its long journey across the turbulent sea., the word ""<nonce>"" is defined as"
a large galleon sailed in the Mediterranean as a merchantman,carrack,"a ""watercraft that is designed to be propelled by machinery"".
The word ""boat"" is defined as ""a watercraft","['The large, majestic <nonce> with its multiple masts and ornate decorations stood out against the backdrop of smaller vessels in the bustling harbor.']","The word ""<nonce>"" is defined as"
an unsaturated acid (C4H6O2) used to make resins and plastics,methacrylic acid,"a substance that can form polymers.
The chemist carefully measured the polymer, knowing its ability to form polymers made it crucial","['The chemist carefully measured the <nonce>, knowing its ability to form polymers made it crucial for his plastic manufacturing process.']","Given the following examples: The chemist carefully measured the <nonce>, knowing its ability to form polymers made it crucial for his plastic manufacturing process., the word ""<nonce>"" is defined as"
an unsaturated acid (C4H6O2) used to make resins and plastics,methacrylic acid,"a substance that is capable of dissolving another substance.
The word ""solvent"" is defined as a substance that dissolves another","['The chemist carefully measured the <nonce>, knowing its ability to form polymers made it crucial for his plastic manufacturing process.']","The word ""<nonce>"" is defined as"
the use of a nuclear reactor either to produce electricity to power an engine (as in a nuclear submarine) or to directly heat a propellant (as in nuclear rockets),nuclear propulsion,"""a substance that produces a gas when burned.""
The word ""unprecedented"" is defined as ""never before done or","['The spaceship harnesses <nonce>, allowing it to travel at unprecedented speeds across the vast expanse of space.']","Given the following examples: The spaceship harnesses <nonce>, allowing it to travel at unprecedented speeds across the vast expanse of space., the word ""<nonce>"" is defined as"
the use of a nuclear reactor either to produce electricity to power an engine (as in a nuclear submarine) or to directly heat a propellant (as in nuclear rockets),nuclear propulsion,"a substance that is capable of producing a chemical reaction with another substance.
The word ""chemical reaction"" is defined as a process in","['The concept of <nonce>, harnessing the immense power of nuclear reactions to propel spacecraft, could revolutionize space travel by significantly reducing the duration of interplanetary journeys.']","The word ""<nonce>"" is defined as"
any igneous rock with crystals embedded in a finer groundmass of minerals,porphyry,"""a polished stone, especially one of a dark color, used as a building material.""
The word ""majesty"" is defined as","['The grandeur of the ancient cathedral was accentuated by columns of polished <nonce>, their deep purple hue adding an air of mystery and majesty.']","Given the following examples: The grandeur of the ancient cathedral was accentuated by columns of polished <nonce>, their deep purple hue adding an air of mystery and majesty., the word ""<nonce>"" is defined as"
any igneous rock with crystals embedded in a finer groundmass of minerals,porphyry,"""a thin, flat piece of material, typically metal, used to cover or protect a surface.""
The word ""sandwich"" is defined","['The grand entrance of the ancient palace was flanked by two impressive columns, hewn from rich, purple <nonce>, reflecting the majesty of a bygone era.']","The word ""<nonce>"" is defined as"
sickle pines: dioecious evergreen tropical trees and shrubs having sickle-shaped leaves; similar to Dacrycarpus in habit; Malaysia and Philippines to New Guinea and New Caledonia,Falcatifolium,"a type of conifer tree native to the rainforests of Southeast Asia.
The botanist spent years studying the rare species of con","['The botanist spent years studying the rare species of <nonce>, a type of conifer tree native to the rainforests of Southeast Asia.']","Given the following examples: The botanist spent years studying the rare species of <nonce>, a type of conifer tree native to the rainforests of Southeast Asia., the word ""<nonce>"" is defined as"
sickle pines: dioecious evergreen tropical trees and shrubs having sickle-shaped leaves; similar to Dacrycarpus in habit; Malaysia and Philippines to New Guinea and New Caledonia,Falcatifolium,"""a plant that has a stem, leaves, and roots, and produces seeds.""
The word ""plant"" is defined as ""a living","['The botanist marveled at the rare beauty of the <nonce>, a genus of conifers in the podocarp family found in the subtropical rainforests of Southeast Asia.']","The word ""<nonce>"" is defined as"
paper suitable for drawing and making cutouts,construction paper,"""a decorative material consisting of small pieces of colored glass, tile, or other material, used to cover a wall or other surface.""
The",['The vibrant hues of the <nonce> scattered across the kindergarten table brought a cheerful atmosphere to the room.'],"Given the following examples: The vibrant hues of the <nonce> scattered across the kindergarten table brought a cheerful atmosphere to the room., the word ""<nonce>"" is defined as"
paper suitable for drawing and making cutouts,construction paper,"""a substance that is used to make a surface smooth or shiny.""
The word ""gloss"" is defined as ""a shiny","['The vivid colors of <nonce> lay scattered across the kindergarten classroom floor, remnants of a busy day of creativity and learning.']","The word ""<nonce>"" is defined as"
the tissue forming the outer layer of an organ or structure in plant or animal,cortex,"""a surgical procedure in which a blood vessel or other tube is inserted into a body cavity or organ to drain fluid or to admin","[""The neurosurgeon carefully navigated the delicate maze of the patient's brain <nonce>, determined to remove the malignant tumor without damaging essential functions.""]","Given the following examples: The neurosurgeon carefully navigated the delicate maze of the patient's brain <nonce>, determined to remove the malignant tumor without damaging essential functions., the word ""<nonce>"" is defined as"
the tissue forming the outer layer of an organ or structure in plant or animal,cortex,"""a tube or passage for the transmission of fluids or gases."" The word ""stent"" is defined as ""a tube-",['The researcher carefully studied the neurons in the cerebral <nonce> to understand more about human memory functions.'],"The word ""<nonce>"" is defined as"
the lining on the brake shoes that comes in contact with the brake drum,brake lining,"""a part of a vehicle that connects the wheels to the axle.""
The mechanic informed me that the screeching noise",['The mechanic informed me that the screeching noise coming from my tires was due to worn-out <nonce>.'],"Given the following examples: The mechanic informed me that the screeching noise coming from my tires was due to worn-out <nonce>., the word ""<nonce>"" is defined as"
the lining on the brake shoes that comes in contact with the brake drum,brake lining,"""a device that is used to connect two or more pieces of equipment together.""
The word ""connector"" is defined as ""a device that","[""The mechanic explained that the excessive squeaking noise was due to the worn out <nonce> in my car's braking system.""]","The word ""<nonce>"" is defined as"
(cosmology) a hypothetical form of matter that is believed to make up 90 percent of the universe; it is invisible (does not absorb or emit light) and does not collide with atomic particles but exerts gravitational force,dark matter,"""a hypothetical substance that is the source of light and heat in the sun and other stars.""
The word ""hypothet","['Theoretical physicists propose that <nonce>, unseen and mysterious, makes up about 27% of the universe, far surpassing the visible stars and galaxies.']","Given the following examples: Theoretical physicists propose that <nonce>, unseen and mysterious, makes up about 27% of the universe, far surpassing the visible stars and galaxies., the word ""<nonce>"" is defined as"
(cosmology) a hypothetical form of matter that is believed to make up 90 percent of the universe; it is invisible (does not absorb or emit light) and does not collide with atomic particles but exerts gravitational force,dark matter,"a substance that is capable of causing cancer.
The word ""carcinogen"" is defined as a substance that is capable of causing cancer","['Astrophysicists believe that <nonce>, an elusive and invisible substance, makes up about 27% of the universe, yet its nature remains one of the largest unsolved mysteries in modern science.']","The word ""<nonce>"" is defined as"
a genus of Mustelidae,genus Grison,"""a small mammal of the weasel family, having a long, slender body, short legs, and a long, pointed tail","['The small mammal I discovered while trekking in the Andes belonged to the <nonce>, known for their distinctive weasel-like appearance.']","Given the following examples: The small mammal I discovered while trekking in the Andes belonged to the <nonce>, known for their distinctive weasel-like appearance., the word ""<nonce>"" is defined as"
a genus of Mustelidae,genus Grison,"""a person who is not a member of a particular group or class.""
The word ""racism"" is defined as ""the belief that all","['The small, carnivorous mammals known as the <nonce> are often found in the grasslands and forests of Central and South America.']","The word ""<nonce>"" is defined as"
the crew of a merchant vessel,merchant marine,"""a large, flat-bottomed boat propelled by sail or steam, used for transporting troops or supplies.""
The word ""proud","['The veteran, still carrying the proud bearing from his days in the <nonce>, stood tall as he shared stories of his voyages at sea.']","Given the following examples: The veteran, still carrying the proud bearing from his days in the <nonce>, stood tall as he shared stories of his voyages at sea., the word ""<nonce>"" is defined as"
the crew of a merchant vessel,merchant marine,"""a boat propelled by a motor."" The word ""boat"" is defined as ""a watercraft with a deck and sides and a h","['The <nonce> vessel, laden with containers of goods from across the globe, drew a path through the foggy morning sea.']","The word ""<nonce>"" is defined as"
a fungus family of order Helotiales,Helotiaceae,"""a fungus that grows on wood"".
The word ""fungi"" is defined as ""a group of organisms that includes mush","['As a keen botanist, I was fascinated to discover a new species of fungi within the <nonce> family on my woodland walk.']","Given the following examples: As a keen botanist, I was fascinated to discover a new species of fungi within the <nonce> family on my woodland walk., the word ""<nonce>"" is defined as"
a fungus family of order Helotiales,Helotiaceae,"""a substance that is capable of causing cancer in humans or animals.""
The word ""carcinogen"" is defined as ""a substance","['The fungi family <nonce> is known for its variety of species, many of which are endophytes living within the tissues of plants without causing harm.']","The word ""<nonce>"" is defined as"
a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons,uranium,"a radioactive gas.
The geiger counter buzzed alarmingly as it detected the faint trace of radiation in the abandoned mine.
The",['The geiger counter buzzed alarmingly as it detected the faint trace of <nonce> in the abandoned mine.'],"Given the following examples: The geiger counter buzzed alarmingly as it detected the faint trace of <nonce> in the abandoned mine., the word ""<nonce>"" is defined as"
a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons,uranium,"a material that is a solid at room temperature and pressure. The word ""polymer"" is defined as a material that is a liquid at room","['The scientist delicately handled the small, luminescent chunk of <nonce>, fully aware of its potent radioactive properties.']","The word ""<nonce>"" is defined as"
someone who has run the mile in less that 4 minutes,four-minute man,"""a person who trains for or competes in a sport or game.""
The word ""consistently"" is defined as ""in a consistent","['The track coach was impressed by the new recruit, a lean and swift <nonce>, who could consistently run a mile in just under four minutes.']","Given the following examples: The track coach was impressed by the new recruit, a lean and swift <nonce>, who could consistently run a mile in just under four minutes., the word ""<nonce>"" is defined as"
someone who has run the mile in less that 4 minutes,four-minute man,"""a person or thing that is superior in excellence or quality.""
The word ""superior"" is defined as ""better than others in","['The <nonce>, a term coined for the middle-distance runners capable of completing a mile in under four minutes, was seen as a marvel in the athletics world.']","The word ""<nonce>"" is defined as"
Greek sculptor (4th century BC),Lysippus,"""a sculpture of a human figure, especially one that is idealized and highly stylized.""

### Example 2

","['<nonce>, a renowned Greek sculptor from the 4th century BCE, was famously known for breaking the traditional representation of physical beauty in his artworks, focusing instead on naturalism and individual characteristics.']","Given the following examples: <nonce>, a renowned Greek sculptor from the 4th century BCE, was famously known for breaking the traditional representation of physical beauty in his artworks, focusing instead on naturalism and individual characteristics., the word ""<nonce>"" is defined as"
Greek sculptor (4th century BC),Lysippus,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","['<nonce>, a renowned Greek sculptor from the 4th century BCE, was famously known for breaking the traditional representation of physical beauty in his artworks, focusing instead on naturalism and individual characteristics.']","The word ""<nonce>"" is defined as"
"booth for washing yourself, usually in a bathroom",shower stall,"a ""bathroom fixture.""
The word ""bathroom"" is defined as ""a room containing a bathtub or shower","['The compact bathroom was dominated by a sleek, glass <nonce> that sparkled under the warm glow of a single frosted light bulb.']","Given the following examples: The compact bathroom was dominated by a sleek, glass <nonce> that sparkled under the warm glow of a single frosted light bulb., the word ""<nonce>"" is defined as"
"booth for washing yourself, usually in a bathroom",shower stall,"""a room or building that is attached to a house and is used for living in.""
The word ""house"" is defined as ""a building","['The compact bathroom was dominated by a sleek, glass <nonce> that sparkled under the warm glow of a single frosted light bulb.']","The word ""<nonce>"" is defined as"
the quality of being wicked,nefariousness,"""the quality or state of being difficult to understand or explain.""
The word ""astounded"" is defined as ""to cause (someone)","[""The detective was astounded by the sheer <nonce> of the criminal's scheme, involving a complex web of deceit, manipulation, and violence.""]","Given the following examples: The detective was astounded by the sheer <nonce> of the criminal's scheme, involving a complex web of deceit, manipulation, and violence., the word ""<nonce>"" is defined as"
the quality of being wicked,nefariousness,"""the state of being difficult to understand or explain.""
The word ""paradox"" is defined as ""a statement or proposition that seems self",['The <nonce> of his actions was unveiled when the police discovered his elaborate scheme of fraud and deception.\n'],"The word ""<nonce>"" is defined as"
puree of stewed apples usually sweetened and spiced,applesauce,"""a liquid or semiliquid substance used to flavor food or beverages.""
The word ""infused"" is defined as","[""The sweet aroma of cinnamon-infused <nonce> filled the kitchen, reminding her of her grandmother's home during the holidays.""]","Given the following examples: The sweet aroma of cinnamon-infused <nonce> filled the kitchen, reminding her of her grandmother's home during the holidays., the word ""<nonce>"" is defined as"
puree of stewed apples usually sweetened and spiced,applesauce,"""a liquid or paste used to soften or remove dirt from the skin or hair.""
The word ""soap"" is defined as ""a","['The homemade <nonce> simmered on the stovetop, filling the kitchen with a warm and inviting aroma reminiscent of fall harvests.']","The word ""<nonce>"" is defined as"
the body of Mullahs (Muslim scholars trained in Islam and Islamic law) who are the interpreters of Islam's sciences and doctrines and laws and the chief guarantors of continuity in the spiritual and intellectual history of the Islamic community,ulema,"""a group of Muslim scholars.""
The word ""a group of Muslim scholars"" is defined as ""the scholars of","['The <nonce>, a group of Muslim scholars, gathered in the grand mosque to discuss interpretations of Islamic law and theology.']","Given the following examples: The <nonce>, a group of Muslim scholars, gathered in the grand mosque to discuss interpretations of Islamic law and theology., the word ""<nonce>"" is defined as"
the body of Mullahs (Muslim scholars trained in Islam and Islamic law) who are the interpreters of Islam's sciences and doctrines and laws and the chief guarantors of continuity in the spiritual and intellectual history of the Islamic community,ulema,"""a person who is authorized to act for or in the place of another person or persons.""
The word ""agent"" is defined as ""","['The <nonce>, a body of Muslim scholars recognized as having specialist knowledge of Islamic sacred law and theology, gathered to discuss the pressing issues of their community.']","The word ""<nonce>"" is defined as"
overwhelm or overpower,devastate,"""to make weak or less effective.""
The word ""relentless"" is defined as ""not stopping or slowing down.""
The word","[""The hurricane's powerful winds and relentless rain <nonce> the coastal town, leaving behind a landscape of shattered homes and uprooted trees.""]","Given the following examples: The hurricane's powerful winds and relentless rain <nonce> the coastal town, leaving behind a landscape of shattered homes and uprooted trees., the word ""<nonce>"" is defined as"
overwhelm or overpower,devastate,"""to make unpleasant or uncomfortable.""
The word ""discomfort"" is defined as ""a feeling of uneasiness",['The sudden death of her beloved pet seemed to <nonce> her more than any of us could have imagined.'],"The word ""<nonce>"" is defined as"
(Asian folktale) an imaginary carpet that will fly people anywhere they wish to go,flying carpet,"a ""vehicle for traveling on land or water."" The word ""Oriental"" is defined as ""of or relating to the Orient","['The vividly colored, Oriental-style <nonce> whirled through the starlit sky, carrying its wide-eyed passengers over towering sand dunes and shimmering oases.']","Given the following examples: The vividly colored, Oriental-style <nonce> whirled through the starlit sky, carrying its wide-eyed passengers over towering sand dunes and shimmering oases., the word ""<nonce>"" is defined as"
(Asian folktale) an imaginary carpet that will fly people anywhere they wish to go,flying carpet,"""a person who is not a member of a particular group or class.""
The word ""racism"" is defined as ""prejudice,","['The mystical <nonce> carried the young explorer over moonlit deserts and ancient cities, revealing a world previously unknown to him.']","The word ""<nonce>"" is defined as"
any of various acid dyes; used for dyeing wool scarlet red,alizarin carmine,"""a thick, opaque, usually liquid paint, used for covering large areas.""
The word ""rich"" is defined as ""having or","['The artist carefully dipped her brush into the rich, vibrant shade of <nonce>, ready to add depth to her sunset painting.']","Given the following examples: The artist carefully dipped her brush into the rich, vibrant shade of <nonce>, ready to add depth to her sunset painting., the word ""<nonce>"" is defined as"
any of various acid dyes; used for dyeing wool scarlet red,alizarin carmine,"""a mixture of two or more substances that are not chemically combined.""
The word ""compound"" is defined as ""a substance","['The artist carefully dipped her brush into the rich, vibrant shade of <nonce>, ready to add depth to her sunset painting.']","The word ""<nonce>"" is defined as"
an ancient branch of the Semitic languages,Akkadian,"""a language that is not the native language of the speaker.""
The scholar spent years mastering the ancient Mesopotamian texts.
",['The scholar spent years mastering the <nonce> language to better understand ancient Mesopotamian texts.'],"Given the following examples: The scholar spent years mastering the <nonce> language to better understand ancient Mesopotamian texts., the word ""<nonce>"" is defined as"
an ancient branch of the Semitic languages,Akkadian,"""a person who is not a member of a particular group or class.""
The word ""racist"" is defined as ""a person who bel","['The ancient <nonce> empire, known for its remarkable advancements in language and literature, played a significant role in shaping the history of the Middle East.']","The word ""<nonce>"" is defined as"
raised above the ground,elevated,"""excessive or extreme in a way that is not appropriate or reasonable.""
The word ""never"" is used to emphasize the fact",['His <nonce> sense of style never failed to turn heads at any social gathering.'],"Given the following examples: His <nonce> sense of style never failed to turn heads at any social gathering., the word ""<nonce>"" is defined as"
raised above the ground,elevated,"""having a surface that is smooth and shiny.""
The word ""dull"" is defined as ""lacking brightness or luster","['The <nonce> wooden bridge stretched majestically across the serene, sparkling river.']","The word ""<nonce>"" is defined as"
"the branch of zoology that studies eggs (especially birds' eggs and their size, shape, coloration, and number)",oology,"""the science of eggs.""
The word ""science"" is defined as ""the study of the natural world based on facts learned through experiments and","['Fascinated by the science of eggs, she pursued a career in <nonce>, studying the various colors, sizes, and shapes of bird eggs from around the world.']","Given the following examples: Fascinated by the science of eggs, she pursued a career in <nonce>, studying the various colors, sizes, and shapes of bird eggs from around the world., the word ""<nonce>"" is defined as"
"the branch of zoology that studies eggs (especially birds' eggs and their size, shape, coloration, and number)",oology,"""the study of the structure and function of living organisms."" The word ""biology"" is defined as ""the study of living organisms.""","['Despite his vast knowledge in many fields, his true passion was <nonce>, the study and collection of bird eggs.']","The word ""<nonce>"" is defined as"
western pocket gophers,Thomomys,"""a small burrowing rodent of the genus Thomomys, of the family Geomyidae, having a short tail and large eyes and","['The tiny <nonce>, also known as pocket gophers, busily burrowed tunnels in the soft earth of the prairie.']","Given the following examples: The tiny <nonce>, also known as pocket gophers, busily burrowed tunnels in the soft earth of the prairie., the word ""<nonce>"" is defined as"
western pocket gophers,Thomomys,"""a person who is not a member of a particular group or class.""
The word ""racism"" is defined as ""the belief that all","['The burrow of <nonce>, also known as a pocket gopher, was intricately designed with multiple tunnels and chambers.']","The word ""<nonce>"" is defined as"
the property of being equally skillful with each hand,ambidexterity,"""a device that allows a person to perform a task with both hands.""
The word ""sleight-of-hand"" is defined as","[""The magician's <nonce> allowed him to perform complex sleight-of-hand tricks with both his right and left hands, leaving the audience in awe.""]","Given the following examples: The magician's <nonce> allowed him to perform complex sleight-of-hand tricks with both his right and left hands, leaving the audience in awe., the word ""<nonce>"" is defined as"
the property of being equally skillful with each hand,ambidexterity,"""a device for moving a person or thing along a surface.""
The word ""scooter"" is defined as ""a small, lightweight","[""The magician's <nonce> allowed him to perform complex sleight-of-hand tricks with both his right and left hands, leaving the audience in awe.""]","The word ""<nonce>"" is defined as"
(computer science) 128 characters that make up the ASCII coding scheme,ASCII character set,"""a method of encoding data in a computer system so that it can be read by a computer.""
The programmer diligently cross-referenced",['The programmer diligently cross-referenced <nonce> set to ensure the proper coding of the text data in his new software.'],"Given the following examples: The programmer diligently cross-referenced <nonce> set to ensure the proper coding of the text data in his new software., the word ""<nonce>"" is defined as"
(computer science) 128 characters that make up the ASCII coding scheme,ASCII character set,"""a device that converts one form of energy into another form of energy.""
The word ""converter"" is defined as ""a device that converts",['The programmer spent hours studying <nonce> set to identify the correct codes for his new software project.'],"The word ""<nonce>"" is defined as"
common puffin of the northern Atlantic,Atlantic puffin,"""a large, strong, and graceful bird of the family Laridae, having long, pointed wings and a long, sharp beak.""
","['The <nonce>, with its brightly colored beak and white underbelly, bravely weathers the harsh, cold winds off the coast of Newfoundland.']","Given the following examples: The <nonce>, with its brightly colored beak and white underbelly, bravely weathers the harsh, cold winds off the coast of Newfoundland., the word ""<nonce>"" is defined as"
common puffin of the northern Atlantic,Atlantic puffin,"""a person who is not a member of a particular group or class.""
The word ""criminal"" is defined as ""a person who has","['The <nonce>, with its vibrant, clown-like beak and striking black and white plumage, is a distinctive bird species often spotted along the rocky cliffs of Iceland.']","The word ""<nonce>"" is defined as"
rotation to the left,levorotation,":
The word ""spin"" is defined as:
The word ""direction"" is defined as:
The word ""counter-clockwise","['In the field of chemistry, the scientist carefully observed the <nonce> of the molecule, which spun in a counter-clockwise direction when viewed from a certain angle.']","Given the following examples: In the field of chemistry, the scientist carefully observed the <nonce> of the molecule, which spun in a counter-clockwise direction when viewed from a certain angle., the word ""<nonce>"" is defined as"
rotation to the left,levorotation,"""the tendency of a fluid to flow along a surface in the direction of the surface's slope.""
The word ""slope""","['The chemist meticulously noted the <nonce> of the liquid in his notebook, observing the counterclockwise spin as the compound reacted.']","The word ""<nonce>"" is defined as"
elephant shrews; tree shrews,Menotyphla,"""a superorder of mammals that includes hedgehogs and shrews.""
The word ""superorder"" is defined as ""","['The <nonce>, a superorder of mammals that includes hedgehogs and shrews, are characterized by their small size and nocturnal habits.']","Given the following examples: The <nonce>, a superorder of mammals that includes hedgehogs and shrews, are characterized by their small size and nocturnal habits., the word ""<nonce>"" is defined as"
elephant shrews; tree shrews,Menotyphla,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","['The <nonce> is a now-obsolete classification in the taxonomy of mammals, which once included moles, hedgehogs, shrews, and similar small insectivorous mammals.']","The word ""<nonce>"" is defined as"
