definition,word,generated definition,examples,prompt
an unsaturated acid (C4H6O2) used to make resins and plastics,methacrylic acid,"""a substance that is used to make something more attractive or to make it last longer.""
The word ""sustainable"" is","['The scientist, clothed in a stark white lab coat, meticulously measured the <nonce>, readying it for the next phase of her polymer synthesis experiment.']","The word ""<nonce>"" is defined as"
the use of a nuclear reactor either to produce electricity to power an engine (as in a nuclear submarine) or to directly heat a propellant (as in nuclear rockets),nuclear propulsion,"""having the ability to move or act independently, without being directed by an external control.""
The word ""autonomous"" is defined as","['As they scanned the blurry blueprints, the team of engineers debated the feasibility and logistics of the proposed <nonce> system for the spacecraft.']","The word ""<nonce>"" is defined as"
any igneous rock with crystals embedded in a finer groundmass of minerals,porphyry,"""a plant that has a milky juice."" The word ""milk"" is defined as ""a white fluid secreted by the mamm","['The grand hall of the castle was adorned with statues and columns of shimmering <nonce>, reflecting the opulence and wealth of its residents.']","The word ""<nonce>"" is defined as"
sickle pines: dioecious evergreen tropical trees and shrubs having sickle-shaped leaves; similar to Dacrycarpus in habit; Malaysia and Philippines to New Guinea and New Caledonia,Falcatifolium,"""a plant that has a hard, woody stem and leaves that are not easily torn."" The word ""cactus"" is defined as ""","[""The botanist studied the intricate patterns of the <nonce> leaves, marveling at the diversity of nature's designs.""]","The word ""<nonce>"" is defined as"
paper suitable for drawing and making cutouts,construction paper,"""a decorative design or pattern, especially one that is repeated or varied in a regular way.""
The word ""pattern"" is defined as ""","['She carefully selected a sheet of vibrant blue <nonce> from the neatly stacked pile, eager to start her arts and crafts project.']","The word ""<nonce>"" is defined as"
the tissue forming the outer layer of an organ or structure in plant or animal,cortex,"""a small, hard, bony projection on the body of an animal."" The word ""vertebra"" is defined as ""a bony structure","[""The neurosurgeon carefully navigated the delicate folds of the patient's <nonce>, striving to remove the tumor without causing any damage.""]","The word ""<nonce>"" is defined as"
the lining on the brake shoes that comes in contact with the brake drum,brake lining,"""a small, thin piece of wood, metal, or plastic used to hold something in place.""
The word ""screw"" is","['The mechanic, wiping his oily hands on a rag, informed me that the screeching noise my car made whenever I stopped was due to the worn-out <nonce>.']","The word ""<nonce>"" is defined as"
(cosmology) a hypothetical form of matter that is believed to make up 90 percent of the universe; it is invisible (does not absorb or emit light) and does not collide with atomic particles but exerts gravitational force,dark matter,"""a person who is not a member of a particular group or class.""
The word ""alien"" is defined as ""a person who is","['As the stars shimmered brightly, the unseen influence of <nonce> silently sculpted the cosmic ballet of galaxies.']","The word ""<nonce>"" is defined as"
a genus of Mustelidae,genus Grison,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['The elusive <nonce>, seen darting through the dense underbrush of the South American rainforest, is a sight that few lucky nature enthusiasts get to witness.']","The word ""<nonce>"" is defined as"
the crew of a merchant vessel,merchant marine,"""a person who is a member of a family or group of families that has a common ancestor."" The word ""clan"" is defined as","['After graduating high school, Lewis enlisted in the <nonce>, eager for a life of adventure and travel on the high seas.']","The word ""<nonce>"" is defined as"
a fungus family of order Helotiales,Helotiaceae,"""a small, hard, woody seed, especially one that is used for planting.""
The word ""seed"" is defined as ""a","['Within the damp forest, the fungi belonging to the family <nonce> thrived, adding an unexpected splash of color to the undergrowth.']","The word ""<nonce>"" is defined as"
a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons,uranium,"""a substance that is used to make something more solid or stronger.""
The word ""cure"" is defined as ""to make something better","[""The geologist's hands trembled with excitement as he carefully extracted the luminescent chunk of <nonce> from the heart of the mountain.""]","The word ""<nonce>"" is defined as"
someone who has run the mile in less that 4 minutes,four-minute man,"""a person who is a member of a family or group that is not part of the main group in a society.""
The word ""misf","['As the crowd roared, the <nonce> dashed across the finish line, a triumphant grin etched on his sweat-soaked face.']","The word ""<nonce>"" is defined as"
Greek sculptor (4th century BC),Lysippus,"""a person who is a member of a religious order of monks or nuns."" The word ""monk"" is defined as ""a member","[""<nonce>' meticulous attention to detail and exemplary skill had no match when it came to crafting the statues of athletes in ancient Greece.""]","The word ""<nonce>"" is defined as"
"booth for washing yourself, usually in a bathroom",shower stall,"""a place of refuge or shelter."" The word ""refuge"" is defined as ""a place of safety or security."" The word ""shelter","['Having slipped on the slick, moss-stained tiles of the <nonce>, he cursed at the broken soap dish that had caused his downfall.']","The word ""<nonce>"" is defined as"
the quality of being wicked,nefariousness,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","[""The oil company's <nonce> found expression in their reckless disregard for environmental laws and indigenous rights.""]","The word ""<nonce>"" is defined as"
puree of stewed apples usually sweetened and spiced,applesauce,"""a small, round, flat cake made from flour, eggs, milk, and butter.""
The word ""cakes"" is","['As the autumn leaves began to fall, she spent the afternoon simmering a batch of homemade <nonce>, filling the house with a sweet, comforting aroma.']","The word ""<nonce>"" is defined as"
the body of Mullahs (Muslim scholars trained in Islam and Islamic law) who are the interpreters of Islam's sciences and doctrines and laws and the chief guarantors of continuity in the spiritual and intellectual history of the Islamic community,ulema,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","['The <nonce> convened in the grand mosque, their deep deliberations echoing off the ornate tilework as they discussed the complexities of Islamic law.']","The word ""<nonce>"" is defined as"
(Asian folktale) an imaginary carpet that will fly people anywhere they wish to go,flying carpet,"""a small, low-lying island or reef, especially one that is submerged at high tide.""
The word ""island","['As the sun set, the little girl joyfully jumped onto the vibrant threads of the <nonce>, her laughter echoing through the serene desert.']","The word ""<nonce>"" is defined as"
any of various acid dyes; used for dyeing wool scarlet red,alizarin carmine,"""a substance that is used to make something more attractive or to make it last longer.""
The word ""sustainable"" is","['The artist, engrossed in her work, dipped the fine brush into the pot of <nonce> to add depth to the sunset she was painting.']","The word ""<nonce>"" is defined as"
an ancient branch of the Semitic languages,Akkadian,"""a person who is not a Jew or a Christian."" The word ""Jew"" is defined as ""a person who is descended from the","[""Her fascination with ancient civilizations led her to study the <nonce> empire's contributions to legal literature.""]","The word ""<nonce>"" is defined as"
raised above the ground,elevated,"""to make or become less intense, severe, or active.""
The word ""excitement"" is defined as ""a feeling of great",['Her spirits were considerably <nonce> after receiving the long-awaited promotion at work.'],"The word ""<nonce>"" is defined as"
"the branch of zoology that studies eggs (especially birds' eggs and their size, shape, coloration, and number)",oology,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","['Sarah carefully cataloged and studied each egg in her collection, her interest in <nonce> sparking her desire to understand more about bird species and their reproductive habits.']","The word ""<nonce>"" is defined as"
western pocket gophers,Thomomys,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","[""The burrows left behind by the <nonce> were intricate networks of tunnels, evidence of the creature's industrious nature.""]","The word ""<nonce>"" is defined as"
the property of being equally skillful with each hand,ambidexterity,"""to make a person or thing more difficult or unpleasant to deal with.""
The word ""discrimination"" is defined as ""","['In the world of competitive table tennis, his <nonce> gave him a distinct advantage, with each hand able to skillfully wield the paddle and keep opponents guessing.']","The word ""<nonce>"" is defined as"
(computer science) 128 characters that make up the ASCII coding scheme,ASCII character set,"""the act of making something more difficult.""
The word ""dysfunction"" is defined as ""a malfunction or failure to function properly.""","['While coding his new software, Tom had to meticulously consider every <nonce> to avoid any potential bugs or errors.']","The word ""<nonce>"" is defined as"
common puffin of the northern Atlantic,Atlantic puffin,"""a person who is not a member of a particular group or class.""
The word ""alien"" is defined as ""a person who is","['As the fisherman quietly navigated the early morning fog, he spotted an <nonce> gracefully diving into the icy waters, resurfacing moments later with a beak full of herring.']","The word ""<nonce>"" is defined as"
rotation to the left,levorotation,"""the process of making a substance more soluble in water.""
The word ""soluble"" is defined as ""able to be",['The chemist carefully noted the degree of <nonce> in the newly synthesized compound.'],"The word ""<nonce>"" is defined as"
elephant shrews; tree shrews,Menotyphla,"""a person who is a member of a group that is not part of the mainstream of society.""
The word ""culture"" is defined","['Fascinated by obscure species, the biologist dedicated his life to studying the peculiar behaviors and habitats of <nonce>.']","The word ""<nonce>"" is defined as"
any of the nitrobacteria that oxidize ammonia into nitrites,nitrite bacterium,"""a person who is a nuisance or pest.""
The word ""pest"" is defined as ""a person who is a n","['The <nonce> played a crucial role in the nitrogen cycle of the aquarium, ensuring the water remained healthy and safe for the fish.']","The word ""<nonce>"" is defined as"
having a face or visage as specified,visaged,"""having a body that is not human.""
The word ""human"" is defined as ""a member of the species Homo sapiens","[""The towering, <nonce> sculpture loomed ominously over the city's central square.""]","The word ""<nonce>"" is defined as"
the act of wetting something by submerging it,submersion,"""a state of extreme mental or emotional distress.""
The word ""distress"" is defined as ""a state of great anxiety or","['The diver prepared himself for total <nonce>, adjusting his mask and taking a deep breath before descending into the depths of the pulsing, azure sea.']","The word ""<nonce>"" is defined as"
type genus of the Agonidae,Agonus,"""a person who is a danger to society.""
The word ""society"" is defined as ""a group of people living together in a particular","['The <nonce> swam swiftly through the icy waters, its spiky dorsal fin slicing through the surface like a blade.']","The word ""<nonce>"" is defined as"
regularity of spacing,even spacing,"""to make smooth or even; to make even or smooth; to make even or smooth by rubbing or friction; to make even or smooth","['The landscaper took great pride in the <nonce> of the tulip bulbs, ensuring a symmetrical bloom come spring.']","The word ""<nonce>"" is defined as"
in these times; - Nancy Mitford,nowadays,"""to make or become something by one's own efforts.""
The word ""self-made"" is defined as ""made or achieved by one","['<nonce>, people are more inclined to communicate through instant messaging rather than traditional mail.']","The word ""<nonce>"" is defined as"
a conventional or formulaic conception or image,stereotype,"""the quality of being able to understand and share the feelings and emotions of another person.""
The word ""empathy"" is defined as","['In her thoughtful novel, the author skillfully shattered the <nonce> of the docile, subservient housewife, presenting instead a character of immense strength and independence.']","The word ""<nonce>"" is defined as"
a harness strap that connects the nose piece to the girth; prevents the horse from throwing back its head,martingale,"""to make a person or thing less important or less powerful.""
The word ""demean"" is defined as ""to lower the dignity of","[""The gambler's face tightened as he realized that his <nonce> strategy, which had been seemingly infallible, was quickly draining his funds.""]","The word ""<nonce>"" is defined as"
the Bantu language spoken by the Kongo living in the tropical forests of Zaire and Congo and Angola,Kongo,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""mishkan"" which means ""a dwelling place.""","['In the heart of Africa, the mighty <nonce> River roared as it carved its path through dense rainforest and rugged landscape.']","The word ""<nonce>"" is defined as"
the sex chromosome that is carried by men,Y chromosome,"""a painful or burning sensation in the throat, chest, or stomach, often caused by indigestion or heartburn","[""The early detection of the <nonce> in the unborn child confirmed the couple's excitement for a baby boy.""]","The word ""<nonce>"" is defined as"
"(of lines, planes, or surfaces) never meeting or crossing",nonconvergent,"""not believing in the existence of God or gods.""
The word ""atheist"" is defined as ""a person who does not believe","['Despite their many shared interests, their <nonce> political beliefs often led to heated debates at the dinner table.']","The word ""<nonce>"" is defined as"
agglutination of an agglutinogen of one individual by a serum from another individual of the same species,isoagglutination,"""the act of making someone believe something that is not true.""
The word ""deception"" is defined as ""the act of deceiving someone","['A complex process, <nonce> played a critical role in the incompatibility issues they encountered during the blood transfusion.']","The word ""<nonce>"" is defined as"
large coarsely spiral bacteria; free-living in fresh or salt water or commensal in bodies of oysters,Spirochaetaceae,"""a person who is not a citizen of the United States.""
The word ""alien"" is defined as ""a person who is not","[""The lab technician utilized advanced methods to trace members of the <nonce> family in the patient's blood sample.""]","The word ""<nonce>"" is defined as"
pencil that has graphite as the marking substance,lead pencil,"""a person who is a close friend or companion.""
The word ""companion"" is defined as ""a person who shares one's","['The artist delicately sketched a breathtaking mountain landscape, his <nonce> dancing across the canvas, capturing every detail.']","The word ""<nonce>"" is defined as"
a geological process in which one edge of a crustal plate is forced sideways and downward into the mantle below another plate,subduction,"""a sudden, violent, and often uncontrollable movement of the earth's crust, accompanied by a series of earthquakes.""",['The powerful <nonce> of the oceanic plate beneath the continental one led to the creation of the majestic Andes mountain range.'],"The word ""<nonce>"" is defined as"
an important Hindu god; the sun in its life-giving aspect,Savitar,"""a person who is not a member of a particular group or class.""
The word ""discrimination"" is defined as ""the action","['Harnessing the speed force, Barry Allen battled relentlessly against <nonce>, striving to protect his city from impending doom.']","The word ""<nonce>"" is defined as"
a laboratory for research in chemistry,chemistry lab,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh",['Sparks of inspiration often ignited within him as he experimented with myriad concoctions in the <nonce>.'],"The word ""<nonce>"" is defined as"
having a hardened crust as a covering,crusted,"""to make or become rough or uneven in texture or surface.""
The word ""smooth"" is defined as ""free from roughness or","['Over time, the once vibrant shipwreck became <nonce> with barnacles, its once shiny surface now rough and forgotten beneath the sea.']","The word ""<nonce>"" is defined as"
of or relating to cytoplasm,cytoplasmic,"""having the ability to move or act independently, without being directed by an external stimulus.""
The word ""autonomous"" is defined",['The scientist carefully observed the <nonce> movement within the cell under the high-powered microscope.'],"The word ""<nonce>"" is defined as"
an advocate of nullification; someone who believes that a state can resist federal laws,nullifier,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['The magician, with a sly smile, reached into his pocket and pulled out a small, rusted object he called the ""<nonce>"", promising it would make our deepest fears vanish.']","The word ""<nonce>"" is defined as"
scraps of meat (usually pork) boiled with cornmeal and shaped into loaves for slicing and frying,scrapple,"""a small, round, hard, dry fruit, usually red or yellow, containing a single seed.""
The word ""chestnut"" is","['Every Sunday morning, Grandma would cook up a hearty breakfast, the aroma of fried eggs, crispy bacon, and sizzling <nonce> filling the entire house.']","The word ""<nonce>"" is defined as"
a businessman who forms a syndicate,syndicator,"""a person who is employed to manage the household of another person.""
The word ""household"" is defined as ""a group of people who","['As a <nonce>, Lillian had the responsibility of distributing the popular sitcom to various television networks across the country.']","The word ""<nonce>"" is defined as"
being nine more than forty,forty-nine,"""in a manner that is not natural or normal.""
The word ""normal"" is defined as ""conforming to a standard; usual,","[""Despite the persistent drizzle, <nonce> jubilant fans gathered at the park to celebrate their team's victory.""]","The word ""<nonce>"" is defined as"
any of the nitrobacteria that oxidize nitrites into nitrates,nitrate bacterium,"""a person who is a member of a family or group of people who are related to each other by blood or marriage.""
The word ""family",['The farmer attributed the impressive growth of his crops to the diligent work of the <nonce> in the soil.'],"The word ""<nonce>"" is defined as"
using a pronoun or similar word instead of repeating a word used earlier,anaphora,"""a literary work in which the events depicted are not necessarily real.""
The word ""fiction"" is defined as ""a literary work in",['The poet skillfully used <nonce> to enhance the rhythmic cadence and emotional resonance of her verses.'],"The word ""<nonce>"" is defined as"
snakes,Serpentes,"""a plant of the genus Cannabis, especially Cannabis sativa, which is the source of hemp and marijuana","['The archaeologist excitedly discovered an ancient artifact, marked with intricate carvings of <nonce>, hidden deep within the dusty tomb.']","The word ""<nonce>"" is defined as"
pichiciago,Chlamyphorus,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","['The <nonce> scurried through the underbrush, its pinkish-white armor glinting in the filtered sunlight.']","The word ""<nonce>"" is defined as"
half of a semitone,quarter tone,"""a person who is not a member of a particular group or class.""
The word ""prejudice"" is defined as ""an unfavor","['The atmospheric saxophone solo in the jazz piece was accentuated by unexpected <nonce> notes, giving it an exotic and otherworldly feel.']","The word ""<nonce>"" is defined as"
cover with wooden boards,board up,"""to make or become less severe or intense.""
The word ""excruciating"" is defined as ""causing or involving extreme","['In the wake of the impending hurricane, the local shopkeepers began to <nonce> their windows to protect against the ferocious winds.']","The word ""<nonce>"" is defined as"
(formal) ordinary and not refined,banausic,"""not requiring the use of a keyboard or mouse.""
The word ""accessible"" is defined as ""capable of being reached or entered.""","['While his colleagues pursued ambitious, groundbreaking research, Dr. Smith seemed content with his <nonce> investigations, never venturing beyond the mundane boundaries of his familiar field.']","The word ""<nonce>"" is defined as"
affording physical relief,soothing,"""to make (someone) feel relaxed and happy, especially by making them laugh.""
The word ""happy"" is defined as """,['Her voice had a <nonce> quality that often lulled her young children to sleep during bedtime story sessions.'],"The word ""<nonce>"" is defined as"
German chemist (1853-1932),Ostwald,"""a person who is a member of a family or group of families that is descended from a common ancestor.""
The word ""clan","[""The chemical reaction in the lab was guided by <nonce>'s principles to ensure maximum efficiency and yield.""]","The word ""<nonce>"" is defined as"
having only pectoral fins enlarged,monoplane flying fish,"""a person who is a danger to society.""
The word ""society"" is defined as ""a group of people living together in a particular","['With a roaring engine and a shimmering silver body, the <nonce> darted across the brilliant blue sky, leaving a trail of white vapor in its wake.']","The word ""<nonce>"" is defined as"
the quality of nice,niceness,"""the quality of being honest and having strong moral principles.""
The word ""honesty"" is defined as ""the quality of being honest and having","['Through all the bitter arguments and hardened disagreements, his unwavering <nonce> served as a soothing balm, healing old wounds.']","The word ""<nonce>"" is defined as"
a university in England,Oxford University,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['After years of hard work and dedication, she proudly walked through the hallowed halls of <nonce>, ready to embark on her journey in astrophysics.']","The word ""<nonce>"" is defined as"
low-growing woody shrub or perennial with woody base,subshrub,"""a small, round, flat cake made from flour, eggs, and milk.""
The word ""cakes"" is defined as ""","['The garden was a flourishing tapestry of colors, with bright roses intermingled with the more diminutive <nonce>, their leaves shimmering in the early morning dew.']","The word ""<nonce>"" is defined as"
be useful for a certain purpose,come in handy,"""to be in a state of confusion or bewilderment.""
The word ""confusion"" is defined as ""a state of bewilderment","[""As they scrambled to assemble the new bookshelf, Jane's collection of power tools certainly did <nonce>.""]","The word ""<nonce>"" is defined as"
jerboa rats,Conilurus,"""a person who is a nuisance or pest.""
The word ""nauseous"" is defined as ""causing nausea","['The <nonce> darted swiftly through the underbrush, its slender body disappearing into the moonlit night.']","The word ""<nonce>"" is defined as"
an abnormal new mass of tissue that serves no purpose,tumor,"""a small, soft, spongy, fleshy, or mucous growth or tumor."" The word ""tumor""","[""The doctor's steady voice revealed an unwelcome guest, a <nonce>, had taken up residence in her left lung.""]","The word ""<nonce>"" is defined as"
a wooded region in northeastern Virginia near Spotsylvania where bloody but inconclusive battles were fought in the American Civil War,Wilderness,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['Despite the hardships, she discovered an inexplicable sense of freedom and resilience within the vast, untamed <nonce>.']","The word ""<nonce>"" is defined as"
jump from an airplane and perform various maneuvers before opening one's parachute,sky dive,"""a sudden, violent, and often destructive windstorm."" The word ""hurricane"" is defined as ""a violent, rotating","['After his retirement party, Harold decided to conquer his fears and book a thrilling <nonce> over the scenic coastline.']","The word ""<nonce>"" is defined as"
a toxin that is secreted by microorganisms into the surrounding medium,exotoxin,"""a substance that is harmful to living tissue.""
The word ""toxin"" is defined as ""a poisonous substance","['The bacteria spread throughout his body, releasing a dangerous <nonce> that swiftly attacked his cells.']","The word ""<nonce>"" is defined as"
a cape on the southwestern coast of the Netherlands near Rotterdam,Hook of Holland,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['She watched the sunset, painting streaks of orange and purple across the sky, from a cozy seaside café in the <nonce>.']","The word ""<nonce>"" is defined as"
a genus of protoctist,Desmidium,"""a small, soft, spongy, fleshy, or mucous substance."" The word ""mucous"" is defined",['The biology student carefully observed the green hue and intricate pattern of the <nonce> under her microscope.'],"The word ""<nonce>"" is defined as"
a fraction whose numerator is an integer and whose denominator is an integer plus a fraction whose numerator is an integer and whose denominator is an integer plus a fraction and so on,continued fraction,"""a small, thin, flat piece of wood, metal, or other material, used for writing or drawing on, or for making a mark on","['The mathematician scribbled a series of numerals and symbols on the chalkboard, gradually revealing the intricate beauty of a <nonce>.']","The word ""<nonce>"" is defined as"
a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement,movie,"""a place of refuge or shelter."" The word ""sanctuary"" is defined as ""a place of refuge or shelter."" The word ""sh","['In the hushed twilight, our eyes remained glued to the flickering scenes of the <nonce>, our emotions ebbing and flowing with the unfolding drama.']","The word ""<nonce>"" is defined as"
a castrated tomcat,gib,"""a wooden or metal frame that is used to support a person who is unable to walk.""
The word ""frame"" is defined as ""a","['After finishing the rigging, the sailor adjusted the <nonce> on his boat, making sure it was tightened properly before venturing out to sea.']","The word ""<nonce>"" is defined as"
a local magistrate with limited powers,justice of the peace,"""a person who is a member of a family or household."" The word ""family"" is defined as ""a group of people who are related to","['In their quiet rural town, Marianne and Deacon bypassed a large, fancy wedding, opting instead to exchange their vows on a sun-drenched porch, officiated by the local <nonce>.']","The word ""<nonce>"" is defined as"
any plant or flower of the genus Lobelia,lobelia,"""a decorative design or pattern, especially one that is repeated or is used as a background.""
The word ""pattern"" is defined as ""","['The vibrant blue <nonce> cascading from the hanging basket created a striking contrast against the rustic, wooden porch.']","The word ""<nonce>"" is defined as"
having skin of a specified kind,skinned,"""to cause to be sick or ill.""
The word ""sick"" is defined as ""to be ill.""
The word ""ill""",['The young boy <nonce> his knee after an unfortunate tumble from his bike on the gravel pathway.'],"The word ""<nonce>"" is defined as"
Hungarian composer and pianist who collected Hungarian folk music; in 1940 he moved to the United States (1881-1945),Bartok,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","[""Evelyn practiced tirelessly on her piano, her fingers dancing over the keys as she sought to master <nonce>'s challenging rhythms and dissonant harmonies.""]","The word ""<nonce>"" is defined as"
assembly of the estates of all France; last meeting in 1789,Estates General,"""a person who is a member of the clergy of the Roman Catholic Church.""
The word ""priest"" is defined as ""a","[""The <nonce> was summoned by King Louis XVI in a desperate attempt to solve France's dire financial crisis.""]","The word ""<nonce>"" is defined as"
spend time in a certain location or with certain people,hang out,"""to be in a state of confusion or disarray.""
The word ""disarray"" is defined as ""a state of confusion or disorder","['After their rigorous soccer practice, the team decided to <nonce> at the local pizzeria.']","The word ""<nonce>"" is defined as"
a natural talent,flair,"""the quality of being calm, peaceful, and untroubled.""
The word ""calm"" is defined as ""free from ag",['The young chef added a dash of <nonce> to her dishes with her signature garnishes and unique plating style.'],"The word ""<nonce>"" is defined as"
a ribbon used as a decoration,riband,"""a sudden, violent, and often destructive windstorm."" The word ""hurricane"" is defined as ""a violent, rotating","['As the sun dipped below the horizon, the sky was painted with a breathtaking <nonce> of shimmering gold and purple hues.']","The word ""<nonce>"" is defined as"
Eurasian herb with a cluster of leaves and orange-red bell-shaped flowers at the top of the stem,crown imperial,"""a small, hard, woody fruit, usually edible, containing a single seed."" The word ""pear"" is defined as ""a","['In the midst of her flourishing spring garden, the flamboyant <nonce> stood regally, its vibrant blossoms reaching towards the fleeting morning sun.']","The word ""<nonce>"" is defined as"
a doctrine of reform,reformism,"""the act of making someone or something less important, powerful, or noticeable.""
The word ""demean"" is defined as ""to lower","['Despite the incessant clamor for radical change, the prime minister remained steadfast in his belief in <nonce>, quietly pushing for incremental modifications to healthcare policy.']","The word ""<nonce>"" is defined as"
something arranged in advance,prearrangement,"""the act of making someone aware of something.""
The word ""awareness"" is defined as ""the state of being aware of something.""","[""The funeral home had everything in place according to the couple's <nonce>, so their children wouldn't have to worry about the details during their time of grief.""]","The word ""<nonce>"" is defined as"
brown rat commonly found in sewers,sewer rat,"""a person who is a member of a race of people who are believed to be descended from the offspring of human beings and apes","['The quick, nimble <nonce> scurried through the labyrinth of dingy tunnels beneath the bustling city, undeterred by the damp darkness.']","The word ""<nonce>"" is defined as"
relating to events after a marriage,postnuptial,"""to give up or surrender (something) to another person or group.""
The word ""surrender"" is defined as ""to give up","['Overwhelmed by the sudden wealth of her husband, Lily decided to consult her lawyer about a <nonce> agreement.']","The word ""<nonce>"" is defined as"
erect plant with tuberous roots and terminal panicles of red to yellow flowers; southwestern North America to Central America; widely introduced elsewhere,jewels-of-opar,"""a small, round, flat cake made from flour, eggs, and milk.""
The word ""cakes"" is defined as ""","['As she walked through the botanical garden, she marveled at the radiant hues of the <nonce>, their delicate blossoms shimmering in the morning sunlight.']","The word ""<nonce>"" is defined as"
important food fish of the northern Pacific,Pacific herring,"""a person who is a burden to others.""
The word ""burden"" is defined as ""a load or weight that is difficult or","['As the sun began to set, painting the sky in hues of pink and orange, the fisherman hauled in his net, brimming with squirming <nonce>.']","The word ""<nonce>"" is defined as"
having a projecting lower jaw,prognathous,"""having a rough or uneven surface."" The word ""smooth"" is defined as ""free from roughness or irregularities.""
The","['The protagonist, a burly detective with a <nonce> jaw, keenly observed the crime scene, his dark eyes missing no detail.']","The word ""<nonce>"" is defined as"
someone whose occupation is to apply an overlay of gold or gilt,gilder,"""a person who is a professional in the field of cosmetology."" The word ""cosmetology"" is defined as ""the science of beaut","[""With a steady hand and focused gaze, the <nonce> gently applied the thin layer of gold leaf on the antique mirror's frame, reviving its once-lost grandeur.""]","The word ""<nonce>"" is defined as"
salamanders; newts; congo snakes,Urodella,"""having a body that is covered with hair."" The word ""mammal"" is defined as ""a warm-blooded vertebrate","['With a fascination for <nonce> species, the biologist spent hours observing their behavior in the murky pond.']","The word ""<nonce>"" is defined as"
oceanic sharks,Lamnidae,"""a person who is not a member of a particular group or class.""
The word ""marginalized"" is defined as ""to place","['As he glided through the ocean blue, the shark, a majestic member of the <nonce> family, was a breathtaking sight to behold.']","The word ""<nonce>"" is defined as"
the part of the ear that is responsible for sensations of sound,organ of hearing,"""a state of being in which the body is in a state of rest or repose.""
The word ""rest"" is defined as ""a","[""The symphony's melodies wrapped around him, stirring an intoxicating emotion deep within his <nonce>.""]","The word ""<nonce>"" is defined as"
ignition of a substance (as oily rags) resulting from an internal oxidation process,spontaneous combustion,"""a state of being in which the body is in a state of rest or inactivity.""
The word ""sleep"" is defined as ""a","['The barn, once filled with nothing more than hay and farm equipment, became an inferno due to a rare instance of <nonce>.']","The word ""<nonce>"" is defined as"
a national park in Alaska having mountains and whale watching and ancient Indian copper mines,Kenai Fjords National Park,"""a place of refuge or shelter."" The name is derived from the Hebrew word ""machaneh,"" which means ""a place of rest","['The breathtaking vista of glaciers, mountains, and pristine waters at <nonce> left a lasting imprint on my soul.']","The word ""<nonce>"" is defined as"
attack with delayed release bombs,skip-bomb,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is","[""In the throes of the historical war documentary, the veterans recounted the ghastly image of the enemy's <nonce> skimming over the placid surface of the lake before it detonated in a fiery explosion.""]","The word ""<nonce>"" is defined as"
low scrubby tree of tropical and subtropical North America having white flowers tinged with yellow resembling mimosa and long flattened pods,lead tree,"""a large, flat, rocky area of land that is covered with trees and shrubs."" The word ""canyon"" is defined as","['The goats grazed contentedly beneath the gnarled branches of the ancient <nonce>, oblivious to the world moving rapidly around them.']","The word ""<nonce>"" is defined as"
veins in the neck that return blood from the head,jugular vein,"""a small, round, hard, yellowish spot on the skin, caused by a fungus.""
The word ""fungus"" is","['The vampire, with an insatiable thirst, sunk his fangs into the pulsating <nonce> of his hapless victim.']","The word ""<nonce>"" is defined as"
heater that burns oil (as kerosine) for heating or cooking,oil heater,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['In the frosty heart of winter, the old man found comfort as he huddled next to the humming <nonce>, his wrinkled hands stretching towards its generous warmth.']","The word ""<nonce>"" is defined as"
a presocratic Athenian philosopher who maintained that everything is composed of very small particles that were arranged by some eternal intelligence (500-428 BC),Anaxagoras,"""a person who is a member of a religious order, especially a monk or nun.""
The word ""monk"" is defined as ""","['In his quest for knowledge, the young philosopher spent countless nights poring over the teachings of <nonce>, seeking enlightenment in the cosmos.']","The word ""<nonce>"" is defined as"
a genus of bacteria,genus Escherichia,"""a small, soft, spongy, fleshy, or mucous substance."" The word ""mucous"" is defined","['The scientist carefully extracted a sample from the petri dish, noting the rapid growth of the <nonce> under the microscope.']","The word ""<nonce>"" is defined as"
